0,1,2,3
,As at 31 Dec 2017INR in Lacs,As at 31 Dec 2016INR in Lacs,As at 1 Jan 2016INR in Lacs
"50,003,997 shares (31 December 2016: 50,003,997 and 1stJanuary 2016: 50,003,997) held by Huhtavefa B.V., Netherlands, The Holding Company","1,000.08","1,000.08","1,000.08"
