0,1,2
,31 March 2018,31 March 2017
('in crores),('in crores),
Rental income derived from investment properties,0.86,0.76
Direct operating expenses (including repairs and maintenance) from property generating rental income,(0.01),(0.01)
Profit arising from investment properties before depreciation,0.85,0.75
Less: Depreciation,(0.15),(0.15)
Profit arising from investment properties,0.70,0.60
