0,1,2,3,4,5
,Particulars,"As at^December 31, 2017 |","As atDecember 31, 2016","As atJanuary 1, 2016",
B,CurrentInterest accrued on bank deposits,1.06,0.49,,1.05
,Foreign currency derivative assets,586.24,232.42,,34.42
,Security deposits for premises and others (a),6.28,34.70,,9.70
,Employee advances (Net),47.97,63.48,,140.67
,,641.55,331.09,,185.84
