0,1,2,3,4
Sri Mahasakthi Mills Limited,State Bank ofBikaner AndJaipur,Term Loan,Rs.574.00 Lacs,"Primary: i.Hyp. Of the 5 Autoconer machines, spindles & rings ii. Extension of Equitable mortage charge on Land & Building already constructed and proposed to be constructed at S.F.No.497/2, 514/1 at Kozhinjampara Village, Nattukal, Chittur, Palakkad, Kerala registered in the name of the Company. Collateral: (a) Land measuring 9.35 acres (Sl.No.497/1-3, 514/1-2) and Factory/Office Buildings (about 42000 sq. ft) at 36 Kozhinjampara Village, Nattukal, Chittur, Palakkad, Kerala. (b) Landed property admeasuring 1.371/2 acres at S.F.No.240, Puliakulam, Nanjundapuram, Coimbatore. (c) Landed   property admeasuring1.371/2   acres at S.F.No.240,Puliakulam, Nanjundapuram, Coimbatore. (d) Landed property admeasuring 0.9015 acres at S.F.No.732/1B, Chettipalayam Village, Coimbatore. (3) Landed property admesuring 0.801/4 acres at S.F.No.729/4, Chettipalayam Village, Coimbatore (f) Landed property admeasuring 2.811/2 acres at S./F.No. 728/723, Chettipalayam Village, Coimbatore."
Outstanding as on 31.03.1,7Rs.375.53 Lacs,,,
Cash Credit,Rs.900.00 Lacs,,,
Outstanding as on 31.03.1,7Rs.907.19 Lacs,,,
,,,,
,,,,
Axis Bank,Mpower Loan -Rs. 150.00 Lacs Outstanding as on 31.03.16 -Rs. 42.53 Lacs,"Collateral : SF No 290/3 & 4, Site No 3, D.No 46 & 47, Arunchalam Colony, Ramanathapuram, Coimbatore",,
,,,,
Sri ArumugaCottspin PrivateLimited,Axis Bank,Nil,Nil,Nil
