0,1,2
Particulars,As at 31 st March,As at 31st
Profit & Loss Account,,
As per last Balance Sheet,"(10,14,34,754)","(4,59,99,670)"
Add: Profit for the year,"(2,38,538)","(5,54,25,933)"
Less: Appropriation,,
Income Tax Earlier Year,"1,266","(9,151)"
Total,"(10,16,72,026)","(10,14,34,754)"
