0,1,2
,"As at31st March, 2018","As at31st March, 2017"
Authorised,,
"2,25,00,00,000 (31st March, 2017: 2,25,00,00,000 ) equity shares of ' 1 each",225,225
"Issued, subscribed and fully paid up",,
"2,16,45,28,777 (31st March, 2017: 2,16,43,49,639) equity shares of ' 1 each",216,216
,216,216
