0,1,2
Particulars,As at31-Mar-2017,As at31-Mar-2016
"Micro, Small and Medium Enterprises (Refer Note No.28.8)Others ( Refer Note No.28.9)","12.174,540.89","15.965,810.55"
Total,"4,553.06","5,826.51"
