0,1,2
,"As at31st March, 2018","As at31st March, 2017"
Margin money deposits (Refer Note (a) below),1241.93,1179.52
Investments in Term deposits (Refer Note (b) below),2650.00,1782.00
Unclaimed dividends and unclaimed matured debenture -Earmarked balances with banks,122.20,106.52
Total,4014.13,3068.04
