0,1,2,3,4
Capital Advances,"As atDecember 31, 201731.70","As atDecember 31, 2016296.25",,"As atJanuary 1, 201674.71"
Advances other than capital advances,,,,
Prepaid expenses,1.44,1.47,,0.33
Balances with government authorities,,,,
Considered good,372.49,255.78,,267.53
Considered doubtful,6.25,6.46,,4.85
,378.74,262.24,,272.38
Less: Provision for doubtful,,,,
loans and advances,(6.25),(6.46),,(4.85)
,372.49,255.78,,267.53
Total,405.63,553.50,,342.57
