0,1,2
,"As at31st March, 2018","As at31st March, 2017"
Export Benefits receivables,977.12,1098.08
Interest Subsidy receivable,1044.13,724.24
Advances to Suppliers,1073.11,1516.88
"Deposits with customs, port trust, excise and other govt. authorities",4659.00,441.12
Claims Receivable,395.99,247.13
Prepaid expenses,465.17,670.61
Advances recoverable in kind for value to be received,187.40,366.20
Other advances,564.34,494.98
Total,9366.26,5559.24
