0,1,2
Particulars,31 March 2018,31 March 2017
('in crores),('in crores),
Balances with banks:,,
On current accounts,69.17,68.98
On unpaid dividend account,-,2.43
Cash in hand,0.03,0.04
,69.20,71.45
