0,1,2
,31 December 2017INR in Lacs,31 December 2016INR in Lacs
Depreciation of Tangible assets (Refer Note 4),"8,176.94","8,874.25"
Amortization of Intangible assets (Refer Note 5),347.65,401.53
,"8,524.59","9,275.78"
