0,1,2
,31 March 2018,31 March 2017
('in crores),('in crores),
Depreciation of tangible assets,140.65,124.87
Depreciation of investment property,0.16,0.15
Amortisation of intangible assets,34.47,34.21
Provision/(reversal) for impairment of tangible assets,6.93,-
Total depreciation and amortisation expense,182.21,159.23
