0,1,2
,"For the year ended March 31, 2018","For the year ended March 31, 2017"
Interest income,2.42,1.05
Dividend income,0.05,0.04
Other non-operating income,,
Gain on exchange (net),26.18,26.71
Profit on sale of investments,0.18,0.23
Rental income,2.19,2.47
Gain on sale of fixed assets,-,0.63
Sale of scrap,5.61,8.03
Miscellaneous income,1.31,0.80
,37.94,39.96
