0,1,2
Trade payables to Related Parties,0.72,-
Other Trade Payables,210.75,145.31
,211.47,145.31
"(Refer Note 53 for Micro, Small and Medium Enterprises disclosure)",,
27. Other Current Financial Liabilities,,
,As at31 March 2018,As at31 March 2017
Unpaid Dividend*,0.65,0.95
Capital Creditors,35.60,24.29
Book Overdraft,2.32,5.53
Employee Benefits Payable,14.45,7.38
Mark to Market Derivative Liability,1.50,-
Other payables,-,0.04
,54.52,38.19
