0,1,2
Particulars,Year Ended 31-Mar-2017,Year Ended31-Mar-2016
YarnFabricWasteConversion ChargesTotal Gross SalesLess:Excise duty (Refer Note No.28.12),"9,527.202,677.01285.22130.67","19,913.8315,490.24598.33189.25"
"12,620.10","36,191.65",
0.01,,
Total Net Sales,"12,620.09","36,191.65"
