0,1,2
,31 March 2018,31 March 2017
('in crores),('in crores),
"Non-current ( Unsecured , considered good)",,
Loans to related parties (Refer note 51),34.55,7.08
Loans to employees,0.46,-
Total non-current loans,35.01,7.08
