0,1,2
Particulars,2016-17,2015-16
Loss After Taxation,"(2,38,538)","(5,54,25,933)"
Weighted Average Number of Shares,10102500,10102500
EPS (Basic & Diluted) (Face Value of Rs. 10/- per Share),(0.02),(5.49)
