0,1,2
Particulars,As at31-Mar-2017,As at31-Mar-2016
SecuredLoans repayable on demand from banksi) State Bank of India - Cash Creditii) State Bank of Hyderabad - Cash Creditiii) IDBI Bank Ltd - Cash Credit,"9,557.762,375.232,672.36","9,542.642,288.252,236.44"
Total,14605.35,"14,067.33"
