0,1,2
Particulars,As at 31st March 2017,As at 31st March 2016
Balances with Banks,,
In Current Accounts,"2,60,183","2,50,715"
In Deposits Accounts,"25,000","25,000"
Cash in Hand,"2,420","2,665"
Total,"2,87,603","2,78,380"
