0,1,2
,31 December 2017INR in Lacs,31 December 2016INR in Lacs
The details of expenses incurred on in-house research and development activities during the year as certified by the management are as follows :,,
Total Revenue Expenditure *,106.07,104.32
Total Capital Expenditure **,-,1.72
Total Research & Development Expenses,106.07,106.04
