0,1,2
,"December 31, 2017","December 31, 2016"
Profit before income tax,"5,145","4,805"
"At India's statutory income tax rate of 34.61% (December 31, 2016: 34.61%)","1,781","1,663"
Expenses not deductible for tax purposes,105,52
Adustments in respect of current income tax of previous periods,-,47
Effective income tax rate,"1,886","1,762"
