0,1,2
Particulars,"As atJanuary 1,2016","As at December31, 2016"
Impact of straight lining of lease rent pertaining to leasehold land(note viii),48.76,49.87
Increases in the carrying amount of provision reflecting the passage of time(note iii),(4.15),(4.15)
,44.61,45.72
