0,1,2
,31 March 2018,31 March 2017
('in crores),('in crores),
Raw materials,91.24,93.93
[Includes stock in transit '15.59 crores (31 March 2017: ' 15.05 crores],,
Work-in-progress,25.25,24.90
Construction work-in-progress,98.80,124.75
Finished goods,55.62,42.58
[Includes stock in transit ' 48.63 crores (31 March 2017: ' 11.61 crores)],,
Traded goods,4.68,8.04
"Stores, spares, packing materials and others",62.26,39.29
Total,337.85,333.49
