0,1,2
Particulars,As at31-Mar-2017,As at31-Mar-2016
a. Cash on hand,9.94,4.27
b. Balances with Banks,,
With Scheduled Banks,21.34,51.92
c. Balance with Banks against Dividends payments,-,-
d. Balance with Banks towards Margin Money,-,50.46
Total,31.28,106.65
