0,1,2
(? in Crores),,
,As at,As at
,31.03.2018,31.03.2017
,Carrying Value,Carrying Value
Plantand Equipment (i) & (iii),0.93,0.75
Freehold Land (ii),13.97,13.76
Building (ii) & (iii),0.10,0.48
TOTAL,15.00,14.99
