0,1,2
Particulars,As at 31st March 2016,As at 31st March 2015
Outstanding for more than six months,-,"1,86,90,783"
Others,-,"12,660"
Less: Provision for Doubtful Debts,-,"(18,09,720)"
Total,-,"1,68,93,723"
