0,1,2
,"As at31st March, 2018","As at31st March, 2017"
Cash on hand,157.73,39.53
"Cheques, drafts on hand",405.16,300.52
Balances with Banks - In current accounts,2116.66,466.67
Total,2679.55,806.72
