0,1,2
,"As at31st March, 2018","As at31st March, 2017"
Earmarked balances with banks,,
Unpaid dividend account,140,116
Investments in term deposits (with original maturity of more than three months but less than twelve months),"2,696","1,084"
,"2,836","1,200"
