0,1,2,3,4
NOTE 8. OTHER FINANCIAL ASSETS,LONG TERM (NON-CURRENT),SHORT TERM (CURRENT),,
"March31,2018","March31,2017","March31,2018","March31, 2017",
Unsecured and considered good,,,,
Accrued income,-,-,223.47,42.76
"Fixed deposit with banks, having remaining maturity for",135.96,459.80,-,-
more than twelve months (refer note 14),,,,
,135.96,459.80,223.47,42.76
