0,1,2
Particulars,As at31-Mar-2017,As at31-Mar-2016
(Unsecured considered good)a. Advances for Capital purchasesb. Advances for purchases of Raw Material & Storesc. Advances to Staffd. Other Advances,"100.191,807.5375.19199.45","100.022,302.3040.71472.61"
Total,"2,182.36","2,915.64"
